mu_intercept,mu_slope
-0.0796681061237109,-0.269956961719438
-0.195454545036678,-0.365269208554501
-0.252061261994359,-0.178391540986447
-0.179753647436844,-0.43329953061821
-0.184979555667233,-0.368952317402065
-0.0796681061237109,-0.269956961719438
-0.195454545036678,-0.365269208554501
-0.252061261994359,-0.178391540986447
-0.176114474599719,-0.444941231932489
-0.184979555667233,-0.368952317402065
-0.0796681061237109,-0.269956961719438
-0.195454545036678,-0.365269208554501
-0.260083228743052,-0.162123177330244
-0.176114474599719,-0.444941231932489
-0.184979555667233,-0.355091109778995
-0.0796681061237109,-0.269956961719438
-0.195454545036678,-0.365269208554501
-0.260083228743052,-0.162123177330244
-0.176114474599719,-0.444941231932489
-0.184979555667233,-0.355091109778995
-0.0796681061237109,-0.33019387440973
-0.195454545036678,-0.365269208554501
-0.260083228743052,-0.162123177330244
-0.176114474599719,-0.444941231932489
-0.184979555667233,-0.355091109778995
-0.0796681061237109,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.176114474599719,-0.444941231932489
-0.184979555667233,-0.355091109778995
-0.0796681061237109,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.202352983847022,-0.394710572715628
-0.184979555667233,-0.355091109778995
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.202352983847022,-0.394710572715628
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.202352983847022,-0.394710572715628
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.202352983847022,-0.389352328073714
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.202352983847022,-0.389352328073714
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.284875232139354
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.189283665411927
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.189283665411927
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.233365688309878
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.200641108447745,-0.33019387440973
-0.130461259478312,-0.233365688309878
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.131834459114875,-0.33019387440973
-0.228378188916557,-0.229545840735711
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.131834459114875,-0.33019387440973
-0.228378188916557,-0.229545840735711
-0.290366955238806,-0.113018248346825
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.131834459114875,-0.33019387440973
-0.228378188916557,-0.229545840735711
-0.290366955238806,-0.165607347658184
-0.108274883184372,-0.46229445517487
-0.206316512568413,-0.303183031068444
-0.131834459114875,-0.33019387440973
-0.179886842246384,-0.260682678881957
-0.290366955238806,-0.165607347658184
-0.140318156975296,-0.475714841767384
-0.206316512568413,-0.303183031068444
-0.131834459114875,-0.33019387440973
-0.179886842246384,-0.260682678881957
-0.169599599061114,-0.165607347658184
-0.140318156975296,-0.475714841767384
-0.206316512568413,-0.303183031068444
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.140318156975296,-0.475714841767384
-0.206316512568413,-0.303183031068444
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.140318156975296,-0.475714841767384
-0.206316512568413,-0.303183031068444
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.140318156975296,-0.475714841767384
-0.183622294921411,-0.193698137627585
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.153680683976162,-0.592544360020994
-0.183622294921411,-0.193698137627585
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.153680683976162,-0.592544360020994
-0.183622294921411,-0.193698137627585
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.153680683976162,-0.592544360020994
-0.183622294921411,-0.193698137627585
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.153680683976162,-0.592544360020994
-0.149953830419393,-0.23615608372116
-0.145231874522678,-0.33019387440973
-0.134875606709725,-0.304882614533614
-0.169599599061114,-0.165607347658184
-0.153680683976162,-0.592544360020994
-0.149953830419393,-0.23615608372116
-0.145231874522678,-0.33019387440973
-0.176247331883575,-0.304882614533614
-0.224595028926806,-0.19517758368537
-0.153680683976162,-0.592544360020994
-0.149953830419393,-0.23615608372116
-0.145231874522678,-0.33019387440973
-0.136014969011888,-0.304882614533614
-0.224595028926806,-0.19517758368537
-0.207997670614282,-0.411522306965147
-0.149953830419393,-0.23615608372116
-0.183384708698854,-0.33019387440973
-0.136014969011888,-0.304882614533614
-0.224595028926806,-0.19517758368537
-0.232660834354238,-0.411522306965147
-0.14729858205249,-0.23615608372116
-0.183384708698854,-0.33019387440973
-0.136014969011888,-0.304882614533614
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.327226634904568
-0.104525991924781,-0.23615608372116
-0.183384708698854,-0.33019387440973
-0.136014969011888,-0.229349284119462
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.327226634904568
-0.104525991924781,-0.23615608372116
-0.183384708698854,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.327226634904568
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.327226634904568
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.327226634904568
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.191588031140364
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.191588031140364
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.191588031140364
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.224595028926806,-0.19517758368537
-0.286558589847716,-0.191588031140364
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.136014969011888,-0.231522151857244
-0.114100867793436,-0.328973277773045
-0.286558589847716,-0.191588031140364
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.101322709515298,-0.191677320337478
-0.114100867793436,-0.328973277773045
-0.286558589847716,-0.191588031140364
-0.191075177088212,-0.319259238386156
-0.160331097842219,-0.33019387440973
-0.101322709515298,-0.191677320337478
-0.114100867793436,-0.328973277773045
-0.286558589847716,-0.191588031140364
-0.141991007261378,-0.358190327210204
-0.123535632191668,-0.342160608113639
-0.101322709515298,-0.191677320337478
-0.114100867793436,-0.328973277773045
-0.286558589847716,-0.191588031140364
-0.141991007261378,-0.358190327210204
-0.123535632191668,-0.342160608113639
-0.0941695429332181,-0.251574263653862
-0.114100867793436,-0.328973277773045
-0.286558589847716,-0.191588031140364
-0.141991007261378,-0.358190327210204
-0.123535632191668,-0.342160608113639
-0.0941695429332181,-0.251574263653862
-0.114100867793436,-0.328973277773045
-0.286558589847716,-0.245512361809047
-0.156987863298919,-0.358190327210204
-0.123535632191668,-0.373648846151838
-0.170753753278674,-0.251574263653862
-0.114100867793436,-0.397331095600076
-0.286558589847716,-0.245512361809047
-0.156987863298919,-0.358190327210204
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.114100867793436,-0.397331095600076
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.114100867793436,-0.397331095600076
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.114100867793436,-0.397331095600076
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.114100867793436,-0.397331095600076
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.114100867793436,-0.397331095600076
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.106371314196822,-0.418939938640921
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.106371314196822,-0.418939938640921
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.373648846151838
-0.232419058111751,-0.269878763121427
-0.106371314196822,-0.418939938640921
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.402609813699688
-0.232419058111751,-0.20456956341956
-0.106371314196822,-0.418939938640921
-0.286558589847716,-0.245512361809047
-0.113743993721897,-0.382815818814507
-0.123535632191668,-0.402609813699688
-0.232419058111751,-0.20456956341956
-0.106371314196822,-0.418939938640921
-0.286558589847716,-0.245512361809047
-0.106478006997945,-0.362334793250202
-0.123535632191668,-0.402609813699688
-0.232419058111751,-0.20456956341956
-0.106371314196822,-0.418939938640921
-0.176268316153814,-0.312503183981007
-0.106478006997945,-0.362334793250202
-0.123535632191668,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176268316153814,-0.312503183981007
-0.106478006997945,-0.362334793250202
-0.123535632191668,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176268316153814,-0.312503183981007
-0.106478006997945,-0.362334793250202
-0.123535632191668,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176268316153814,-0.312503183981007
-0.111699187786751,-0.251129625215093
-0.123535632191668,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176642209614527,-0.312503183981007
-0.111699187786751,-0.314528938576234
-0.123535632191668,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176642209614527,-0.312503183981007
-0.111699187786751,-0.314528938576234
-0.106365592603601,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176642209614527,-0.312503183981007
-0.299672940308604,-0.21988392522707
-0.106365592603601,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176642209614527,-0.312503183981007
-0.299672940308604,-0.21988392522707
-0.106365592603601,-0.402609813699688
-0.21735131847876,-0.270752956633467
-0.106371314196822,-0.418939938640921
-0.176642209614527,-0.312503183981007
-0.315184168816548,-0.21988392522707
-0.106365592603601,-0.402609813699688
-0.18228001855182,-0.351564965192998
-0.106371314196822,-0.412836238662147
-0.176642209614527,-0.312503183981007
-0.315184168816548,-0.21988392522707
-0.106365592603601,-0.402609813699688
-0.163526440753562,-0.339384752453402
-0.106371314196822,-0.412836238662147
-0.176642209614527,-0.312503183981007
-0.315184168816548,-0.21988392522707
-0.0996394617576917,-0.402609813699688
-0.190452420962574,-0.278864822657643
-0.106371314196822,-0.412836238662147
-0.144558810693204,-0.312503183981007
-0.315957366880298,-0.230554974162257
-0.0996394617576917,-0.402609813699688
-0.190452420962574,-0.278864822657643
-0.106371314196822,-0.412836238662147
-0.144558810693204,-0.312503183981007
-0.315957366880298,-0.230554974162257
-0.0996394617576917,-0.402609813699688
-0.190452420962574,-0.278864822657643
-0.106371314196822,-0.412836238662147
-0.144558810693204,-0.312503183981007
-0.315957366880298,-0.230554974162257
-0.0984004429278077,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.106371314196822,-0.412836238662147
-0.144558810693204,-0.312503183981007
-0.315957366880298,-0.230554974162257
-0.0915455667205093,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.106371314196822,-0.412836238662147
-0.144558810693204,-0.312503183981007
-0.315957366880298,-0.230554974162257
-0.0915455667205093,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.269948345463198,-0.152324684552024
-0.114823103443009,-0.258994350443354
-0.315957366880298,-0.230554974162257
-0.0915455667205093,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.269948345463198,-0.152324684552024
-0.114823103443009,-0.258994350443354
-0.315957366880298,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.269948345463198,-0.152324684552024
-0.114823103443009,-0.258994350443354
-0.315957366880298,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.295987703628694,-0.188559617670481
-0.107895870350507,-0.315801932286167
-0.318464444003785,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.282372714099701,-0.188559617670481
-0.107895870350507,-0.315801932286167
-0.318464444003785,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.282372714099701,-0.188559617670481
-0.107895870350507,-0.315801932286167
-0.181470912957542,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.282372714099701,-0.188559617670481
-0.107895870350507,-0.315801932286167
-0.181470912957542,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.282372714099701,-0.188559617670481
-0.107895870350507,-0.300248818027427
-0.181470912957542,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278864822657643
-0.282372714099701,-0.188559617670481
-0.0901518428479213,-0.300248818027427
-0.210053676178134,-0.230554974162257
-0.0758177916664694,-0.298298821197992
-0.190452420962574,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.0901518428479213,-0.300248818027427
-0.210053676178134,-0.189285247548249
-0.0755856396624143,-0.326659209654943
-0.190452420962574,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.148989727996058,-0.240191456782249
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.190452420962574,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.148989727996058,-0.240191456782249
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.190452420962574,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.148989727996058,-0.240191456782249
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.190452420962574,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.19610581092983,-0.240191456782249
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.176626709313732,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.19610581092983,-0.240191456782249
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.176626709313732,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.19610581092983,-0.240191456782249
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.176626709313732,-0.278844325195366
-0.282372714099701,-0.188559617670481
-0.147423011742965,-0.295233618187306
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.2264778624175,-0.286372286559283
-0.282372714099701,-0.188559617670481
-0.147423011742965,-0.389921435423009
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.2264778624175,-0.286372286559283
-0.291612881862893,-0.20912715736276
-0.147423011742965,-0.389921435423009
-0.210053676178134,-0.228171971146743
-0.0755856396624143,-0.326659209654943
-0.207144338997698,-0.290546232028304
-0.291612881862893,-0.20912715736276
-0.246469932010658,-0.253507686794745
-0.137140364376146,-0.329459771194478
-0.163227519678903,-0.257523567349117
-0.207144338997698,-0.290546232028304
-0.291612881862893,-0.20912715736276
-0.246469932010658,-0.253507686794745
-0.119629104007636,-0.328866149694435
-0.163227519678903,-0.257523567349117
-0.207144338997698,-0.290546232028304
-0.291612881862893,-0.20912715736276
-0.246469932010658,-0.267359453532831
-0.119629104007636,-0.328866149694435
-0.163227519678903,-0.257523567349117
-0.207144338997698,-0.290546232028304
-0.291612881862893,-0.20912715736276
-0.246469932010658,-0.267359453532831
-0.144831004987285,-0.362149520013522
-0.177457713317319,-0.242030395531419
-0.169273041556659,-0.365184452365896
-0.291612881862893,-0.20912715736276
-0.264548668248417,-0.264863095704244
-0.144831004987285,-0.362149520013522
-0.177457713317319,-0.242030395531419
-0.169273041556659,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.264548668248417,-0.264863095704244
-0.144831004987285,-0.362149520013522
-0.177457713317319,-0.242030395531419
-0.169273041556659,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.264548668248417,-0.264863095704244
-0.144831004987285,-0.362149520013522
-0.177457713317319,-0.242030395531419
-0.169273041556659,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.0440110786082477,-0.264863095704244
-0.144831004987285,-0.362149520013522
-0.177457713317319,-0.242030395531419
-0.174855433178817,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.0440110786082477,-0.406248897709944
-0.144831004987285,-0.362149520013522
-0.177457713317319,-0.242030395531419
-0.174855433178817,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.0440110786082477,-0.406248897709944
-0.157116448987764,-0.386603508398968
-0.177457713317319,-0.242030395531419
-0.174855433178817,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.0440110786082477,-0.406248897709944
-0.157116448987764,-0.386603508398968
-0.114098131738012,-0.288507201610849
-0.174855433178817,-0.309635492439821
-0.291612881862893,-0.20912715736276
-0.0440110786082477,-0.478727428916288
-0.157116448987764,-0.386603508398968
-0.21745961275884,-0.311272246075151
-0.179980909801007,-0.309635492439821
-0.234734026613322,-0.20912715736276
-0.0440110786082477,-0.478727428916288
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.311272246075151
-0.179980909801007,-0.309635492439821
-0.234734026613322,-0.20912715736276
-0.0440110786082477,-0.478727428916288
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.179980909801007,-0.309635492439821
-0.234734026613322,-0.20912715736276
-0.0941619004920189,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.179980909801007,-0.309635492439821
-0.234734026613322,-0.20912715736276
-0.0941619004920189,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.179980909801007,-0.309635492439821
-0.234734026613322,-0.20912715736276
-0.0941619004920189,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.216387941161059,-0.269466093627258
-0.171464459566695,-0.257487879700858
-0.0941619004920189,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.216387941161059,-0.269466093627258
-0.171464459566695,-0.257487879700858
-0.0941619004920189,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.216387941161059,-0.269466093627258
-0.171464459566695,-0.257487879700858
-0.0941619004920189,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.216387941161059,-0.298535534304105
-0.171464459566695,-0.257487879700858
-0.072330428118813,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.171464459566695,-0.257487879700858
-0.0720220716018905,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.171464459566695,-0.257487879700858
-0.0720220716018905,-0.456650588339358
-0.157116448987764,-0.386603508398968
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.171464459566695,-0.244628155940082
-0.0720220716018905,-0.456650588339358
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.155978335696587,-0.244628155940082
-0.0720220716018905,-0.337776981977702
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.155978335696587,-0.244628155940082
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.155978335696587,-0.244628155940082
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.155978335696587,-0.244628155940082
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.167587450708593,-0.298535534304105
-0.155978335696587,-0.192884425977094
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.187143174887336,-0.346971574059288
-0.155978335696587,-0.192884425977094
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.187143174887336,-0.346971574059288
-0.155978335696587,-0.192884425977094
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.187143174887336,-0.346971574059288
-0.155978335696587,-0.192884425977094
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.187143174887336,-0.346971574059288
-0.155978335696587,-0.192884425977094
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.0728012049160984,-0.346971574059288
-0.155978335696587,-0.192884425977094
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.299291033422866
-0.144316422343409,-0.384297862992878
-0.0728012049160984,-0.346971574059288
-0.155978335696587,-0.323092217699081
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.263063610913368
-0.144316422343409,-0.384297862992878
-0.0789172621696502,-0.346971574059288
-0.155978335696587,-0.323092217699081
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.263063610913368
-0.144316422343409,-0.384297862992878
-0.194766238942441,-0.346971574059288
-0.236282068838006,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.263063610913368
-0.144316422343409,-0.32710225240322
-0.194766238942441,-0.346971574059288
-0.236282068838006,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.207357710755884,-0.263063610913368
-0.158840771521945,-0.32710225240322
-0.194766238942441,-0.346971574059288
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.212270382972325
-0.158840771521945,-0.32710225240322
-0.194766238942441,-0.346971574059288
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.212270382972325
-0.158840771521945,-0.32710225240322
-0.194766238942441,-0.346971574059288
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.212270382972325
-0.158840771521945,-0.32710225240322
-0.194766238942441,-0.346971574059288
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.212270382972325
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.327487791247888
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.327487791247888
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.327487791247888
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.170211603274761,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.361688931659485
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.205508315548706,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.361688931659485
-0.216873416803802,-0.312866134017369
-0.123482442573755,-0.300252674596915
-0.205508315548706,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.361688931659485
-0.176880103504909,-0.288925485559355
-0.123482442573755,-0.300252674596915
-0.205508315548706,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.361688931659485
-0.176880103504909,-0.288925485559355
-0.123482442573755,-0.300252674596915
-0.205508315548706,-0.229383695117406
-0.116002929304885,-0.32710225240322
-0.147366010527261,-0.361688931659485
-0.176880103504909,-0.288925485559355
-0.123482442573755,-0.300252674596915
-0.205508315548706,-0.229383695117406
